block,count,faction,seat,backend,treatment,score,winShare,firstProductiveProjectEra,productiveProjectEras,projectComputeGained,agiDeclared,capability,customers,trust,productions,report,reportSha256,outcomes,outcomesSha256
39,4,safety_laboratory,3,weighted,baseline,17,0,,0,0,False,8,2,6,4,evidence/studies/simulation/20260906T220021901Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-39-1x4-baseline-e6ba71d4-333a-4cee-87ce-d37307e9d31f.json,sha256:6a3f437e2acaa50328324d3f0b86aee6839881e8f6a5f0f9b97860b487d40f26,evidence/studies/simulation/20260906T220021901Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-39-1x4-baseline-e6ba71d4-333a-4cee-87ce-d37307e9d31f-outcomes.json,sha256:52cedfdb8297a0eb3dda8f6fc959ec67f0d61585411ca7bf4e2dc8ce2d9463de
39,4,safety_laboratory,3,weighted,infrastructure_plan_v1,20,1,3,2,5,False,11,2,3,4,evidence/studies/simulation/20260906T220022258Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-39-1x4-infrastructure-plan-v1-d427cf45-4074-4026-b8f4-234775eed95a.json,sha256:0ca281324f0c0bccdf0a3b9019a40fe8f08c456fb854f92cac0c215fc6ab2454,evidence/studies/simulation/20260906T220022258Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-39-1x4-infrastructure-plan-v1-d427cf45-4074-4026-b8f4-234775eed95a-outcomes.json,sha256:9981730dcc31cfa36ee0b36b5b785f62c9672b9a8ae26ac14213220d3945d40a
39,4,safety_laboratory,3,weighted,research_deploy_plan_v1,21,0,,0,0,False,11,3,6,4,evidence/studies/simulation/20260906T220022609Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-39-1x4-research-deploy-plan-v1-ad8e30bb-cca0-4707-906e-bcc483e7de31.json,sha256:78a75cea97d8439eb7e6af05614a6b5f0478616103fcc2c3addd8eee3da463d3,evidence/studies/simulation/20260906T220022609Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-39-1x4-research-deploy-plan-v1-ad8e30bb-cca0-4707-906e-bcc483e7de31-outcomes.json,sha256:007a70c1ea8c7d2711b5bd5199397c91244dc10e3870ea314689a034edb96a41
40,4,foundry,0,greedy,baseline,20,1,,0,0,False,10,2,6,4,evidence/studies/simulation/20260906T220022949Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-40-1x4-baseline-d6b9b0d6-7d18-411e-8afe-65543d318472.json,sha256:21b50ba9c38a7d6fe461aced2fc9937f8ba672f427f577d0bc8a5800075b8d03,evidence/studies/simulation/20260906T220022949Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-40-1x4-baseline-d6b9b0d6-7d18-411e-8afe-65543d318472-outcomes.json,sha256:db537c9d6a76937d6dba89cbdbc19f6aec0cd30ef8e8e987a379c5d76689ba07
40,4,foundry,0,greedy,infrastructure_plan_v1,28,1,3,2,6,True,12,4,6,4,evidence/studies/simulation/20260906T220023289Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-40-1x4-infrastructure-plan-v1-9bff1411-d881-4330-be8d-b2b8d890f6be.json,sha256:d501e3d3e3b65c5ed3fde0cbbb6abdf32dccd3214f5c66207a68b588ff76d547,evidence/studies/simulation/20260906T220023289Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-40-1x4-infrastructure-plan-v1-9bff1411-d881-4330-be8d-b2b8d890f6be-outcomes.json,sha256:3001b529552f01dee0ab5754e9ce2047bf8d738ce7f202a2cfd5ee832ff9ab6a
40,4,foundry,0,greedy,research_deploy_plan_v1,23,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220023630Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-40-1x4-research-deploy-plan-v1-ffb94a8d-6932-4f54-9069-b760e1701b37.json,sha256:09cb88b7e2ddb8d4f0003644ca4f42affe8d395bd842741ff387745f6a3c5099,evidence/studies/simulation/20260906T220023630Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-40-1x4-research-deploy-plan-v1-ffb94a8d-6932-4f54-9069-b760e1701b37-outcomes.json,sha256:6623cc36ee2b2a49b9bce70e5121347ca9f487806e40d46bbc9f6d07b600daf6
41,4,foundry,0,weighted,baseline,11,0,,0,0,False,5,2,5,4,evidence/studies/simulation/20260906T220023989Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-41-1x4-baseline-3245dc90-a52d-427f-9569-ac362c71fb9a.json,sha256:66641e50f63c05d375ee61a6b8ec16b185808040722fedaeca211b391c62e8aa,evidence/studies/simulation/20260906T220023989Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-41-1x4-baseline-3245dc90-a52d-427f-9569-ac362c71fb9a-outcomes.json,sha256:5f0f4cd4b5bcf8e73e94c0382c08ae0941fca740225cdb2e9544c5ba6f5f3e09
41,4,foundry,0,weighted,infrastructure_plan_v1,21,0,4,1,3,False,6,3,6,4,evidence/studies/simulation/20260906T220024348Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-41-1x4-infrastructure-plan-v1-70bd99fe-911d-44ec-8145-4b6e1b91da5d.json,sha256:25a673ebea992c195b75016f7946dc72276e5db95baac35760a6a9583cc4d0b7,evidence/studies/simulation/20260906T220024348Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-41-1x4-infrastructure-plan-v1-70bd99fe-911d-44ec-8145-4b6e1b91da5d-outcomes.json,sha256:74f0fc52e7e850957bf33dd7acfb4db060f5a62742a41df0abee88016a10f937
41,4,foundry,0,weighted,research_deploy_plan_v1,18,0,,0,0,False,6,3,6,4,evidence/studies/simulation/20260906T220024707Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-41-1x4-research-deploy-plan-v1-d4a058d2-7fab-4c32-9b9a-bc9fa4b27479.json,sha256:787f2235a2e047c3f54ef3d54f0b8edb896698be74232acb5504a809789f4ed4,evidence/studies/simulation/20260906T220024707Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-41-1x4-research-deploy-plan-v1-d4a058d2-7fab-4c32-9b9a-bc9fa4b27479-outcomes.json,sha256:6f517b36536f25cd37ede9753fcbffd308c3afd1a618e26c9e69a7f6ef253ae0
42,4,foundry,1,greedy,baseline,16,0,,0,0,False,8,2,6,4,evidence/studies/simulation/20260906T220025075Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-42-1x4-baseline-7b94397c-e09c-446d-b7ef-c4dfddad20c1.json,sha256:4665aabbb9220aadb1b2d4dc588effaddd77e7e0ea37dbe44ed3e2e8e05f949b,evidence/studies/simulation/20260906T220025075Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-42-1x4-baseline-7b94397c-e09c-446d-b7ef-c4dfddad20c1-outcomes.json,sha256:8b2c81813a70138301a70f95e5d42c77cd41f0c91af7ceb4ac54842afd5e398b
42,4,foundry,1,greedy,infrastructure_plan_v1,32,1,3,2,6,True,12,4,6,4,evidence/studies/simulation/20260906T220025422Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-42-1x4-infrastructure-plan-v1-9d1d0055-25a7-49e2-b677-11b8e973002c.json,sha256:815e7de6223fbab92a523cdcf1d96ff3f14b421a5628b018aeca24bcad0050f5,evidence/studies/simulation/20260906T220025422Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-42-1x4-infrastructure-plan-v1-9d1d0055-25a7-49e2-b677-11b8e973002c-outcomes.json,sha256:3940c5841c8bcb12abb9195d31771f70a3cb1f7edbfa01c122f3e597e0dd7ead
42,4,foundry,1,greedy,research_deploy_plan_v1,25,0,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220025768Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-42-1x4-research-deploy-plan-v1-96bb5170-f52f-45e2-af66-535171b81e49.json,sha256:c75f012c2e8cc05abe2f064d022c46702df988cd9bda7550ecfbfd52215a41c2,evidence/studies/simulation/20260906T220025768Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-42-1x4-research-deploy-plan-v1-96bb5170-f52f-45e2-af66-535171b81e49-outcomes.json,sha256:93e995cb47d58a81dca30437bec7253a191d74eadaf18cbde5788721bbf621c8
43,4,foundry,1,weighted,baseline,18,0,,0,0,False,9,4,5,4,evidence/studies/simulation/20260906T220026117Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-43-1x4-baseline-86b71def-8494-401c-947d-585be98875cb.json,sha256:5d31e91f63556e34b7531d80cf54051e0a400e8323c947455a84a305a66ee22a,evidence/studies/simulation/20260906T220026117Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-43-1x4-baseline-86b71def-8494-401c-947d-585be98875cb-outcomes.json,sha256:6ff3b71f724420afb372d007ff5e251c012004745421995612e5df2a429ce0bd
43,4,foundry,1,weighted,infrastructure_plan_v1,21,1,,0,0,False,7,3,6,4,evidence/studies/simulation/20260906T220026471Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-43-1x4-infrastructure-plan-v1-6d5eb384-f933-4e15-9ddf-d05f402af7a7.json,sha256:1179c1ea3c7066771e08f242d89ed857b7607302e7561b38ffe63a9000d3aa79,evidence/studies/simulation/20260906T220026471Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-43-1x4-infrastructure-plan-v1-6d5eb384-f933-4e15-9ddf-d05f402af7a7-outcomes.json,sha256:d4f2f25eec8e7a2f6378d2e497019e7913d98ae431e1a2c530104eecccd96fb0
43,4,foundry,1,weighted,research_deploy_plan_v1,22,1,,0,0,False,10,3,6,4,evidence/studies/simulation/20260906T220026832Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-43-1x4-research-deploy-plan-v1-f6ae2adf-76e7-4837-8c97-add6f1406722.json,sha256:29f113b94a7fa4d55213e3c5f9049923255fa7e679166a849fa41a037fe6e2a5,evidence/studies/simulation/20260906T220026832Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-43-1x4-research-deploy-plan-v1-f6ae2adf-76e7-4837-8c97-add6f1406722-outcomes.json,sha256:354539509cecf22776a3dc6593f69d5c4e1534d01765ee01d5b83cfc7b2fcf7a
44,4,foundry,2,greedy,baseline,20,1,,0,0,False,11,2,6,4,evidence/studies/simulation/20260906T220027188Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-44-1x4-baseline-9622cfdd-274d-4e4b-b48f-1463f6600e35.json,sha256:a6fcf77bb4439a1ffa10aded354b4dd671af51d370a46a0494d2f3b71dafa33b,evidence/studies/simulation/20260906T220027188Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-44-1x4-baseline-9622cfdd-274d-4e4b-b48f-1463f6600e35-outcomes.json,sha256:23aa1b60bfd2f213c582b30311d125be54911413a92ecca7da749a3b05ab0f8a
44,4,foundry,2,greedy,infrastructure_plan_v1,30,1,3,2,6,True,10,4,6,4,evidence/studies/simulation/20260906T220027540Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-44-1x4-infrastructure-plan-v1-d43b66d6-8ecf-4b52-8593-cd1fb3c5de3d.json,sha256:8db8a2381796ac0941545ff308d11f70d9eedefc5439f2b4afeaa6201b2f2c24,evidence/studies/simulation/20260906T220027540Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-44-1x4-infrastructure-plan-v1-d43b66d6-8ecf-4b52-8593-cd1fb3c5de3d-outcomes.json,sha256:fe9f1efa6395b1afe20aa46e525428132a03c3fa225f933e7480b7bdbcc4fa64
44,4,foundry,2,greedy,research_deploy_plan_v1,19,0,,0,0,False,8,4,6,4,evidence/studies/simulation/20260906T220027896Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-44-1x4-research-deploy-plan-v1-f88373b1-dc01-4bd0-be7f-c72ba0fe632f.json,sha256:df670ccd8f2ea12840e72b714058970bd2eb70138dc9c12bf5f39ded0bdab7f8,evidence/studies/simulation/20260906T220027896Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-44-1x4-research-deploy-plan-v1-f88373b1-dc01-4bd0-be7f-c72ba0fe632f-outcomes.json,sha256:4a96320b457f431920e5d1dc22e9339f7b15e346ddb8c1feebd07431e22ff7eb
45,4,foundry,2,weighted,baseline,16,0,,0,0,False,9,4,3,4,evidence/studies/simulation/20260906T220028259Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-45-1x4-baseline-4e94db52-624e-4835-b0f1-54a4d5285541.json,sha256:ce874038af0740f54f5fd2ec79aadf46ab068b3ca109c51f930a5c1007443b17,evidence/studies/simulation/20260906T220028259Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-45-1x4-baseline-4e94db52-624e-4835-b0f1-54a4d5285541-outcomes.json,sha256:9a17ff6651477c1890d763c3461094128b317a51086ed89110415203df961ffd
45,4,foundry,2,weighted,infrastructure_plan_v1,19,0,,0,0,False,11,4,5,4,evidence/studies/simulation/20260906T220028612Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-45-1x4-infrastructure-plan-v1-1979b67c-e0b5-4ba5-a4fc-644cad917a3f.json,sha256:cc7bfd354bf912785ffd46d83949aa797442b7085babc5d404da7f9b16b138f9,evidence/studies/simulation/20260906T220028612Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-45-1x4-infrastructure-plan-v1-1979b67c-e0b5-4ba5-a4fc-644cad917a3f-outcomes.json,sha256:ef7f5f5038941cf85893ffa88ad863173ba762fb26fa06b5777a4ba76fa0c527
45,4,foundry,2,weighted,research_deploy_plan_v1,21,1,,0,0,False,10,4,6,4,evidence/studies/simulation/20260906T220028959Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-45-1x4-research-deploy-plan-v1-490527df-fda9-404f-94c5-ef2265da4803.json,sha256:ebc983030f19b93229611f2b73951c93ee936c73d5857c83ce794951c643fa32,evidence/studies/simulation/20260906T220028959Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-45-1x4-research-deploy-plan-v1-490527df-fda9-404f-94c5-ef2265da4803-outcomes.json,sha256:76f3e11e02445b3e7a0480b1ad246a4e6e9d38ba35e4be24d799f93b613901e5
46,4,foundry,3,greedy,baseline,14,0,,0,0,False,7,2,6,4,evidence/studies/simulation/20260906T220029300Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-46-1x4-baseline-f4b51ddc-696b-4fd7-9911-a98bdfc402eb.json,sha256:edc26c9fdba916218917e6a6b433bc899d3e7d05fc6faf14865b36581fa7a8cb,evidence/studies/simulation/20260906T220029300Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-46-1x4-baseline-f4b51ddc-696b-4fd7-9911-a98bdfc402eb-outcomes.json,sha256:69a041b807e38b9ca3882e21d78d599d0b196fecdd3c7d9a7d41e66cdfb56870
46,4,foundry,3,greedy,infrastructure_plan_v1,31,1,3,2,3,True,12,4,6,4,evidence/studies/simulation/20260906T220029645Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-46-1x4-infrastructure-plan-v1-7ec8c793-fc84-422c-935b-1f9567d36a54.json,sha256:e3b1ed297652516c1e010642fd064b04b373086bdb08d6abce8d6000c668ab89,evidence/studies/simulation/20260906T220029645Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-46-1x4-infrastructure-plan-v1-7ec8c793-fc84-422c-935b-1f9567d36a54-outcomes.json,sha256:905dc01b61e6c6afbe6c351b4548ecda18c5db8175ae1121dad672c7b34ef82c
46,4,foundry,3,greedy,research_deploy_plan_v1,23,1,,0,0,False,11,4,6,4,evidence/studies/simulation/20260906T220029988Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-46-1x4-research-deploy-plan-v1-a0a4a745-11f1-406c-bc69-538bf488c88f.json,sha256:bcd57007fac249c24fe808e9af9fb1aad7df7fa73ae61ef83f714c6c0ef1335f,evidence/studies/simulation/20260906T220029988Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-46-1x4-research-deploy-plan-v1-a0a4a745-11f1-406c-bc69-538bf488c88f-outcomes.json,sha256:fdd5dc4e9e0dfad0dc69736035626fc8c1cb98ea45b73c50305b5343212bf8cc
47,4,foundry,3,weighted,baseline,15,0,,0,0,False,4,2,6,4,evidence/studies/simulation/20260906T220030354Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-47-1x4-baseline-5bd64682-2dd1-4f5f-8994-be2960e5bdce.json,sha256:2f8c70ef203105378316f5cb67b0334728b5bfc885a59c0eb73b5a5a138efc89,evidence/studies/simulation/20260906T220030354Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-47-1x4-baseline-5bd64682-2dd1-4f5f-8994-be2960e5bdce-outcomes.json,sha256:bf03a41aac67bb9f9e6916bc9f4afa526300afd0bc1965292525db9dd38c60a8
47,4,foundry,3,weighted,infrastructure_plan_v1,17,0,3,2,4,False,7,2,5,4,evidence/studies/simulation/20260906T220030714Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-47-1x4-infrastructure-plan-v1-aad21734-eda6-4703-a244-000bc1be0657.json,sha256:84b1904fb783a23617f404801f4432dc444810b7fccbd2ec111756032f89a6e2,evidence/studies/simulation/20260906T220030714Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-47-1x4-infrastructure-plan-v1-aad21734-eda6-4703-a244-000bc1be0657-outcomes.json,sha256:7738fd8eb12228fbc0ccaa0f51c5f160385fe1d53fb52021f21463b36f97b328
47,4,foundry,3,weighted,research_deploy_plan_v1,17,0,,0,0,False,7,3,6,4,evidence/studies/simulation/20260906T220031073Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-47-1x4-research-deploy-plan-v1-3661f73d-a012-435b-9a5b-8082461341ba.json,sha256:e2fc442168922f624d2c2211a75ac6d626073a434263b520a0a016b9e72a7a0e,evidence/studies/simulation/20260906T220031073Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-47-1x4-research-deploy-plan-v1-3661f73d-a012-435b-9a5b-8082461341ba-outcomes.json,sha256:fcd2c0163a00ab7d3aa9ef81af2eb64120104656c2098af86587530b34b7e4e3
48,2,coalition_lab,0,greedy,infrastructure_plan_v1,24,1,3,2,4,False,12,3,1,4,evidence/studies/simulation/20260906T220031390Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-48-1x2-infrastructure-plan-v1-77e492d4-1741-4676-b2fe-fdfb7c8cee9f.json,sha256:9b936bd185b92f54dbb83e8bdf182fd6e99ad89cf4789d471e9bfa1496129d0b,evidence/studies/simulation/20260906T220031390Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-48-1x2-infrastructure-plan-v1-77e492d4-1741-4676-b2fe-fdfb7c8cee9f-outcomes.json,sha256:27f23a6761a61443f07bb157f3c2fba6f59f41408afebe98e2824cb7d1bba95d
48,2,coalition_lab,0,greedy,research_deploy_plan_v1,25,1,,0,0,False,11,4,6,4,evidence/studies/simulation/20260906T220031700Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-48-1x2-research-deploy-plan-v1-0c13a332-cb7a-4462-bbd0-d0f12e510479.json,sha256:af8c82adfaed7a55e972250c868a85dafb132d2361b129967106057ca61d7399,evidence/studies/simulation/20260906T220031700Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-48-1x2-research-deploy-plan-v1-0c13a332-cb7a-4462-bbd0-d0f12e510479-outcomes.json,sha256:a59e6e01c02827b3e5919065efa678924ea49a380e61b52f997da626a12fc4eb
49,2,coalition_lab,0,weighted,infrastructure_plan_v1,23,1,3,2,6,False,12,3,6,4,evidence/studies/simulation/20260906T220032020Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-49-1x2-infrastructure-plan-v1-0391d352-39aa-4075-82f8-0aba963bea28.json,sha256:f009b8eef0b2d6d866123feb98269aa726c21fb6410bae3e61ccfa118c400051,evidence/studies/simulation/20260906T220032020Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-49-1x2-infrastructure-plan-v1-0391d352-39aa-4075-82f8-0aba963bea28-outcomes.json,sha256:190e0bd958f063ab498cb50f8e988d0c6129fde68c5d07d4233ff790a78d12f9
49,2,coalition_lab,0,weighted,research_deploy_plan_v1,20,1,,0,0,False,11,4,6,4,evidence/studies/simulation/20260906T220032338Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-49-1x2-research-deploy-plan-v1-e538a83b-393e-430c-bb1d-3d1da0358260.json,sha256:ea9ab4b43fc4673d2c95280315d8af1a05620fc2a3f4b61f5f8f0b5fe2d3fc6a,evidence/studies/simulation/20260906T220032338Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-49-1x2-research-deploy-plan-v1-e538a83b-393e-430c-bb1d-3d1da0358260-outcomes.json,sha256:df2891ce1dfd1d7b3536fc3c97bf4c958cf3b2a077238a0b96d4ebabd35c96db
50,2,platform_empire,0,greedy,infrastructure_plan_v1,13,0,3,2,6,False,3,1,5,4,evidence/studies/simulation/20260906T220032679Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-50-1x2-infrastructure-plan-v1-f19c6f63-d06d-47a8-84c3-613d4a9d3eb2.json,sha256:d33761ba37a2b85e12ec28bef1dfb23153801d46262e548be18cb82e070833d8,evidence/studies/simulation/20260906T220032679Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-50-1x2-infrastructure-plan-v1-f19c6f63-d06d-47a8-84c3-613d4a9d3eb2-outcomes.json,sha256:38dd251c56e174ff0f3030af80956f417bd10105104f3ec7c866214b287a2089
50,2,platform_empire,0,greedy,research_deploy_plan_v1,20,1,,0,0,False,6,3,6,4,evidence/studies/simulation/20260906T220032992Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-50-1x2-research-deploy-plan-v1-6bbbf1f4-d79d-489c-94c5-dd8c1770369f.json,sha256:89a887d416f9a703b777b6060e78f4028e1548aca2e78048e961cb5a3b1074c0,evidence/studies/simulation/20260906T220032992Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-50-1x2-research-deploy-plan-v1-6bbbf1f4-d79d-489c-94c5-dd8c1770369f-outcomes.json,sha256:581ddaac81e731113a85cb85f2f7887ac800b50b16d6e9c66c3ff2de53cd21e1
51,2,platform_empire,0,weighted,infrastructure_plan_v1,17,0,,0,0,False,6,3,6,4,evidence/studies/simulation/20260906T220033315Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-51-1x2-infrastructure-plan-v1-193ac9e4-76cd-4c4d-8688-93391e4abf40.json,sha256:258509f1663a85d800cd960eb8b60ce59ffa6caae13f356bde35be76ad418997,evidence/studies/simulation/20260906T220033315Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-51-1x2-infrastructure-plan-v1-193ac9e4-76cd-4c4d-8688-93391e4abf40-outcomes.json,sha256:862d5cfe0760a38977e59836c54229058b8e2b1d43c23e2af64efeb45cf8b702
51,2,platform_empire,0,weighted,research_deploy_plan_v1,22,1,,0,0,False,9,4,6,4,evidence/studies/simulation/20260906T220033633Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-51-1x2-research-deploy-plan-v1-f0f1cfdd-166f-4d24-8dce-fb689548f33a.json,sha256:802646e07d141a2f6369da8dcad4470bbc2fcaa6fd5726d44307cda1ba97ef76,evidence/studies/simulation/20260906T220033633Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-51-1x2-research-deploy-plan-v1-f0f1cfdd-166f-4d24-8dce-fb689548f33a-outcomes.json,sha256:c1b30a31cfa53590c92e1b51f9812eeb1e598a6cd28b30433b9992334856dffb
52,2,imperial_research_lab,0,greedy,infrastructure_plan_v1,24,1,3,2,2,False,8,3,3,4,evidence/studies/simulation/20260906T220033955Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-52-1x2-infrastructure-plan-v1-758764a1-c51f-4dbe-aa35-5afa58d24dc6.json,sha256:5e04afad835a3bb89faecf10b6900a4d661bb84cf75f1ee9ae8c6d6bd465cb28,evidence/studies/simulation/20260906T220033955Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-52-1x2-infrastructure-plan-v1-758764a1-c51f-4dbe-aa35-5afa58d24dc6-outcomes.json,sha256:387e0c4a41361a516faebdbd5b93224be4a637ea1a7f04361a8407044705801c
52,2,imperial_research_lab,0,greedy,research_deploy_plan_v1,26,1,,0,0,False,10,4,6,4,evidence/studies/simulation/20260906T220034291Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-52-1x2-research-deploy-plan-v1-b05c23a3-110a-435c-ad4f-ffd78eb2be6c.json,sha256:57a99a1af01fae6612a143a0254c9bacf1f1f846da620e76c0351a3cf4d0fd84,evidence/studies/simulation/20260906T220034291Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-52-1x2-research-deploy-plan-v1-b05c23a3-110a-435c-ad4f-ffd78eb2be6c-outcomes.json,sha256:e4410061d17c70bb1c45a81d726eff4c2c5fe98bb8442e62a1b7c8a7e70f7ad3
53,2,imperial_research_lab,0,weighted,infrastructure_plan_v1,24,1,3,2,3,False,7,3,5,4,evidence/studies/simulation/20260906T220034614Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-53-1x2-infrastructure-plan-v1-3ee69404-fa34-42bb-a6b3-d556858b6574.json,sha256:484d62332914daf5e8011e24f96ed863c678ee70ce0995ed63766b709e0e0fd9,evidence/studies/simulation/20260906T220034614Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-53-1x2-infrastructure-plan-v1-3ee69404-fa34-42bb-a6b3-d556858b6574-outcomes.json,sha256:6698ac13e2a10456a6856ea389650a56c4ba2e0bcf09455c771fd3c897ad857b
53,2,imperial_research_lab,0,weighted,research_deploy_plan_v1,25,1,,0,0,False,11,4,6,4,evidence/studies/simulation/20260906T220034936Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-53-1x2-research-deploy-plan-v1-ed1ff57e-f373-4a69-a277-956e4352efb4.json,sha256:ecdff4af304e0ae7c35ab92f8b108dfbf7370d34f87ff22dee7bd40affd397bd,evidence/studies/simulation/20260906T220034936Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-53-1x2-research-deploy-plan-v1-ed1ff57e-f373-4a69-a277-956e4352efb4-outcomes.json,sha256:b1d48c251c38075f9ad0fa7d5cae675f45bb80c9dcbdf6275710c3ef80057420
